,Year,Category,Prize,Motivation,Prize Share,Laureate ID,Laureate Type,Full Name,Birth Date,Birth City,Birth Country,Sex,Organization Name,Organization City,Organization Country,Death Date,Death City,Death Country,Moved
879,2010,Medicine,The Nobel Prize in Physiology or Medicine 2010,"""for the development of in vitro fertilization""",1-Jan,848,Individual,Robert G. Edwards,9/27/1925,Batley,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,4/10/2013,Cambridge,United Kingdom,no
881,2010,Physics,The Nobel Prize in Physics 2010,"""for groundbreaking experiments regarding the two-dimensional material graphene""",2-Jan,849,Individual,Andre Geim,10/21/1958,Sochi,Russia,Male,University of Manchester,Manchester,United Kingdom,,,,yes
882,2010,Physics,The Nobel Prize in Physics 2010,"""for groundbreaking experiments regarding the two-dimensional material graphene""",2-Jan,850,Individual,Konstantin Novoselov,8/23/1974,Nizhny Tagil,Russia,Male,University of Manchester,Manchester,United Kingdom,,,,yes
883,2011,Chemistry,The Nobel Prize in Chemistry 2011,"""for the discovery of quasicrystals""",1-Jan,867,Individual,Dan Shechtman,1/24/1941,Tel Aviv,British Mandate of Palestine (Israel),Male,Technion - Israel Institute of Technology,Haifa,Israel,,,,yes
884,2011,Economics,The Sveriges Riksbank Prize in Economic Sciences 2011,"""for their empirical research on cause and effect in the macroeconomy""",2-Jan,872,Individual,Thomas J. Sargent,7/19/1943,"Pasadena, CA",United States of America,Male,New York University,"New York, NY",United States of America,,,,no
885,2011,Economics,The Sveriges Riksbank Prize in Economic Sciences 2011,"""for their empirical research on cause and effect in the macroeconomy""",2-Jan,873,Individual,Christopher A. Sims,10/21/1942,"Washington, DC",United States of America,Male,Princeton University,"Princeton, NJ",United States of America,,,,no
887,2011,Medicine,The Nobel Prize in Physiology or Medicine 2011,"""for their discoveries concerning the activation of innate immunity""",4-Jan,861,Individual,Bruce A. Beutler,12/29/1957,"Chicago, IL",United States of America,Male,University of Texas Southwestern Medical Center at Dallas,"Dallas, TX",United States of America,,,,no
888,2011,Medicine,The Nobel Prize in Physiology or Medicine 2011,"""for their discoveries concerning the activation of innate immunity""",4-Jan,861,Individual,Bruce A. Beutler,12/29/1957,"Chicago, IL",United States of America,Male,The Scripps Research Institute,"La Jolla, CA",United States of America,,,,no
889,2011,Medicine,The Nobel Prize in Physiology or Medicine 2011,"""for their discoveries concerning the activation of innate immunity""",4-Jan,862,Individual,Jules A. Hoffmann,8/2/1941,Echternach,Luxembourg,Male,University of Strasbourg,Strasbourg,France,,,,yes
890,2011,Medicine,The Nobel Prize in Physiology or Medicine 2011,"""for his discovery of the dendritic cell and its role in adaptive immunity""",2-Jan,863,Individual,Ralph M. Steinman,1/14/1943,Montreal,Canada,Male,Rockefeller University,"New York, NY",United States of America,9/30/2011,,,yes
894,2011,Physics,The Nobel Prize in Physics 2011,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""",2-Jan,864,Individual,Saul Perlmutter,,"Champaign-Urbana, IL",United States of America,Male,Lawrence Berkeley National Laboratory,"Berkeley, CA",United States of America,,,,no
895,2011,Physics,The Nobel Prize in Physics 2011,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""",2-Jan,864,Individual,Saul Perlmutter,,"Champaign-Urbana, IL",United States of America,Male,University of California,"Berkeley, CA",United States of America,,,,no
896,2011,Physics,The Nobel Prize in Physics 2011,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""",4-Jan,865,Individual,Brian P. Schmidt,2/24/1967,"Missoula, MT",United States of America,Male,Australian National University,Weston Creek,Australia,,,,yes
897,2011,Physics,The Nobel Prize in Physics 2011,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""",4-Jan,866,Individual,Adam G. Riess,12/16/1969,"Washington, DC",United States of America,Male,Johns Hopkins University,"Baltimore, MD",United States of America,,,,no
898,2011,Physics,The Nobel Prize in Physics 2011,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""",4-Jan,866,Individual,Adam G. Riess,12/16/1969,"Washington, DC",United States of America,Male,Space Telescope Science Institute,"Baltimore, MD",United States of America,,,,no
900,2012,Chemistry,The Nobel Prize in Chemistry 2012,"""for studies of G-protein-coupled receptors""",2-Jan,878,Individual,Robert J. Lefkowitz,4/15/1943,"New York, NY",United States of America,Male,Duke University Medical Center,"Durham, NC",United States of America,,,,no
901,2012,Chemistry,The Nobel Prize in Chemistry 2012,"""for studies of G-protein-coupled receptors""",2-Jan,879,Individual,Brian K. Kobilka,5/30/1955,"Little Falls, MN",United States of America,Male,Stanford University School of Medicine,"Stanford, CA",United States of America,,,,no
902,2012,Economics,The Sveriges Riksbank Prize in Economic Sciences 2012,"""for the theory of stable allocations and the practice of market design""",2-Jan,882,Individual,Alvin E. Roth,12/18/1951,"New York, NY",United States of America,Male,Harvard University,"Cambridge, MA",United States of America,,,,no
903,2012,Economics,The Sveriges Riksbank Prize in Economic Sciences 2012,"""for the theory of stable allocations and the practice of market design""",2-Jan,882,Individual,Alvin E. Roth,12/18/1951,"New York, NY",United States of America,Male,Harvard Business School,"Boston, MA",United States of America,,,,no
904,2012,Economics,The Sveriges Riksbank Prize in Economic Sciences 2012,"""for the theory of stable allocations and the practice of market design""",2-Jan,883,Individual,Lloyd S. Shapley,6/2/1923,"Cambridge, MA",United States of America,Male,University of California,"Los Angeles, CA",United States of America,3/12/2016,"Tucson, AZ",United States of America,no
906,2012,Medicine,The Nobel Prize in Physiology or Medicine 2012,"""for the discovery that mature cells can be reprogrammed to become pluripotent""",2-Jan,874,Individual,Sir John B. Gurdon,10/2/1933,Dippenhall,United Kingdom,Male,Gurdon Institute,Cambridge,United Kingdom,,,,no
907,2012,Medicine,The Nobel Prize in Physiology or Medicine 2012,"""for the discovery that mature cells can be reprogrammed to become pluripotent""",2-Jan,875,Individual,Shinya Yamanaka,9/4/1962,Osaka,Japan,Male,Kyoto University,Kyoto,Japan,,,,no
908,2012,Medicine,The Nobel Prize in Physiology or Medicine 2012,"""for the discovery that mature cells can be reprogrammed to become pluripotent""",2-Jan,875,Individual,Shinya Yamanaka,9/4/1962,Osaka,Japan,Male,Gladstone Institutes,"San Francisco, CA",United States of America,,,,yes
910,2012,Physics,The Nobel Prize in Physics 2012,"""for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems""",2-Jan,876,Individual,Serge Haroche,9/11/1944,Casablanca,Morocco,Male,Collège de France,Paris,France,,,,yes
911,2012,Physics,The Nobel Prize in Physics 2012,"""for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems""",2-Jan,876,Individual,Serge Haroche,9/11/1944,Casablanca,Morocco,Male,École Normale Supérieure,Paris,France,,,,yes
912,2012,Physics,The Nobel Prize in Physics 2012,"""for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems""",2-Jan,877,Individual,David J. Wineland,2/24/1944,"Milwaukee, WI",United States of America,Male,National Institute of Standards and Technology,"Boulder, CO",United States of America,,,,no
913,2012,Physics,The Nobel Prize in Physics 2012,"""for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems""",2-Jan,877,Individual,David J. Wineland,2/24/1944,"Milwaukee, WI",United States of America,Male,University of Colorado,"Boulder, CO",United States of America,,,,no
914,2013,Chemistry,The Nobel Prize in Chemistry 2013,"""for the development of multiscale models for complex chemical systems""",3-Jan,889,Individual,Martin Karplus,3/15/1930,Vienna,Austria,Male,Université de Strasbourg,Strasbourg,France,,,,yes
915,2013,Chemistry,The Nobel Prize in Chemistry 2013,"""for the development of multiscale models for complex chemical systems""",3-Jan,889,Individual,Martin Karplus,3/15/1930,Vienna,Austria,Male,Harvard University,"Cambridge, MA",United States of America,,,,yes
916,2013,Chemistry,The Nobel Prize in Chemistry 2013,"""for the development of multiscale models for complex chemical systems""",3-Jan,890,Individual,Michael Levitt,5/9/1947,Pretoria,South Africa,Male,Stanford University School of Medicine,"Stanford, CA",United States of America,,,,yes
917,2013,Chemistry,The Nobel Prize in Chemistry 2013,"""for the development of multiscale models for complex chemical systems""",3-Jan,891,Individual,Arieh Warshel,11/20/1940,Kibbutz Sde-Nahum,British Mandate of Palestine (Israel),Male,University of Southern California,"Los Angeles, CA",United States of America,,,,yes
918,2013,Economics,The Sveriges Riksbank Prize in Economic Sciences 2013,"""for their empirical analysis of asset prices""",3-Jan,894,Individual,Eugene F. Fama,2/14/1939,"Boston, MA",United States of America,Male,University of Chicago,"Chicago, IL",United States of America,,,,no
919,2013,Economics,The Sveriges Riksbank Prize in Economic Sciences 2013,"""for their empirical analysis of asset prices""",3-Jan,895,Individual,Lars Peter Hansen,10/26/1952,"Urbana, IL",United States of America,Male,University of Chicago,"Chicago, IL",United States of America,,,,no
920,2013,Economics,The Sveriges Riksbank Prize in Economic Sciences 2013,"""for their empirical analysis of asset prices""",3-Jan,896,Individual,Robert J. Shiller,3/29/1946,"Detroit, MI",United States of America,Male,Yale University,"New Haven, CT",United States of America,,,,no
922,2013,Medicine,The Nobel Prize in Physiology or Medicine 2013,"""for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells""",3-Jan,884,Individual,James E. Rothman,11/3/1950,"Haverhill, MA",United States of America,Male,Yale University,"New Haven, CT",United States of America,,,,no
923,2013,Medicine,The Nobel Prize in Physiology or Medicine 2013,"""for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells""",3-Jan,885,Individual,Randy W. Schekman,12/30/1948,"St. Paul, MN",United States of America,Male,University of California,"Berkeley, CA",United States of America,,,,no
925,2013,Medicine,The Nobel Prize in Physiology or Medicine 2013,"""for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells""",3-Jan,886,Individual,Thomas C. Südhof,12/22/1955,Göttingen,Germany,Male,Stanford University,"Stanford, CA",United States of America,,,,yes
928,2013,Physics,The Nobel Prize in Physics 2013,"""for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles, and which recently was confirmed through the discovery of the predicted fundamental particle, by the ATLAS and CMS experiments at CERN's Large Hadron Collider""",2-Jan,887,Individual,François Englert,11/6/1932,Etterbeek,Belgium,Male,Université Libre de Bruxelles,Brussels,Belgium,,,,no
929,2013,Physics,The Nobel Prize in Physics 2013,"""for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles, and which recently was confirmed through the discovery of the predicted fundamental particle, by the ATLAS and CMS experiments at CERN's Large Hadron Collider""",2-Jan,888,Individual,Peter W. Higgs,5/29/1929,Newcastle upon Tyne,United Kingdom,Male,University of Edinburgh,Edinburgh,United Kingdom,,,,no
930,2014,Chemistry,The Nobel Prize in Chemistry 2014,"""for the development of super-resolved fluorescence microscopy""",3-Jan,909,Individual,Eric Betzig,1/13/1960,"Ann Arbor, MI",United States of America,Male,"Janelia Research Campus, Howard Hughes Medical Institute","Ashburn, VA",United States of America,,,,no
931,2014,Chemistry,The Nobel Prize in Chemistry 2014,"""for the development of super-resolved fluorescence microscopy""",3-Jan,910,Individual,Stefan W. Hell,12/23/1962,Arad,Romania,Male,Max Planck Institute for Biophysical Chemistry,Göttingen,Germany,,,,yes
932,2014,Chemistry,The Nobel Prize in Chemistry 2014,"""for the development of super-resolved fluorescence microscopy""",3-Jan,910,Individual,Stefan W. Hell,12/23/1962,Arad,Romania,Male,German Cancer Research Center,Heidelberg,Germany,,,,yes
933,2014,Chemistry,The Nobel Prize in Chemistry 2014,"""for the development of super-resolved fluorescence microscopy""",3-Jan,911,Individual,William E. Moerner,6/24/1953,"Pleasanton, CA",United States of America,Male,Stanford University,"Stanford, CA",United States of America,,,,no
934,2014,Economics,The Sveriges Riksbank Prize in Economic Sciences 2014,"""for his analysis of market power and regulation""",1-Jan,915,Individual,Jean Tirole,8/9/1953,Troyes,France,Male,Toulouse School of Economics (TSE),Toulouse,France,,,,no
936,2014,Medicine,The Nobel Prize in Physiology or Medicine 2014,"""for their discoveries of cells that constitute a positioning system in the brain""",2-Jan,903,Individual,John O'Keefe,11/18/1939,"New York, NY",United States of America,Male,University College,London,United Kingdom,,,,yes
937,2014,Medicine,The Nobel Prize in Physiology or Medicine 2014,"""for their discoveries of cells that constitute a positioning system in the brain""",4-Jan,904,Individual,May-Britt Moser,1/4/1963,Fosnavåg,Norway,Female,Norwegian University of Science and Technology (NTNU),Trondheim,Norway,,,,no
