Year,Category,Prize,Motivation,Prize Share,Laureate ID,Laureate Type,Full Name,Birth Date,Birth City,Birth Country,Sex,Organization Name,Organization City,Organization Country,Death Date,Death City,Death Country
2012,Economics,The Sveriges Riksbank Prize in Economic Sciences 2012,"""for the theory of stable allocations and the practice of market design""",2-Jan,882,Individual,Alvin E. Roth,12/18/1951,"New York, NY",United States of America,Male,Harvard Business School,"Boston, MA",United States of America,,,
2012,Economics,The Sveriges Riksbank Prize in Economic Sciences 2012,"""for the theory of stable allocations and the practice of market design""",2-Jan,883,Individual,Lloyd S. Shapley,6/2/1923,"Cambridge, MA",United States of America,Male,University of California,"Los Angeles, CA",United States of America,3/12/2016,"Tucson, AZ",United States of America
2012,Literature,The Nobel Prize in Literature 2012,"""who with hallucinatory realism merges folk tales, history and the contemporary""",1-Jan,880,Individual,Mo Yan,2/2/1955,Gaomi,China,Male,,,,,,
2012,Medicine,The Nobel Prize in Physiology or Medicine 2012,"""for the discovery that mature cells can be reprogrammed to become pluripotent""",2-Jan,874,Individual,Sir John B. Gurdon,10/2/1933,Dippenhall,United Kingdom,Male,Gurdon Institute,Cambridge,United Kingdom,,,
2012,Medicine,The Nobel Prize in Physiology or Medicine 2012,"""for the discovery that mature cells can be reprogrammed to become pluripotent""",2-Jan,875,Individual,Shinya Yamanaka,9/4/1962,Osaka,Japan,Male,Kyoto University,Kyoto,Japan,,,
2012,Medicine,The Nobel Prize in Physiology or Medicine 2012,"""for the discovery that mature cells can be reprogrammed to become pluripotent""",2-Jan,875,Individual,Shinya Yamanaka,9/4/1962,Osaka,Japan,Male,Gladstone Institutes,"San Francisco, CA",United States of America,,,
2012,Peace,The Nobel Peace Prize 2012,"""for over six decades contributed to the advancement of peace and reconciliation, democracy and human rights in Europe""",1-Jan,881,Organization,European Union (EU),,,,,,,,,,
2012,Physics,The Nobel Prize in Physics 2012,"""for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems""",2-Jan,876,Individual,Serge Haroche,9/11/1944,Casablanca,Morocco,Male,Collège de France,Paris,France,,,
2012,Physics,The Nobel Prize in Physics 2012,"""for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems""",2-Jan,876,Individual,Serge Haroche,9/11/1944,Casablanca,Morocco,Male,École Normale Supérieure,Paris,France,,,
2012,Physics,The Nobel Prize in Physics 2012,"""for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems""",2-Jan,877,Individual,David J. Wineland,2/24/1944,"Milwaukee, WI",United States of America,Male,National Institute of Standards and Technology,"Boulder, CO",United States of America,,,
2012,Physics,The Nobel Prize in Physics 2012,"""for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems""",2-Jan,877,Individual,David J. Wineland,2/24/1944,"Milwaukee, WI",United States of America,Male,University of Colorado,"Boulder, CO",United States of America,,,
2013,Chemistry,The Nobel Prize in Chemistry 2013,"""for the development of multiscale models for complex chemical systems""",3-Jan,889,Individual,Martin Karplus,3/15/1930,Vienna,Austria,Male,Université de Strasbourg,Strasbourg,France,,,
2013,Chemistry,The Nobel Prize in Chemistry 2013,"""for the development of multiscale models for complex chemical systems""",3-Jan,889,Individual,Martin Karplus,3/15/1930,Vienna,Austria,Male,Harvard University,"Cambridge, MA",United States of America,,,
2013,Chemistry,The Nobel Prize in Chemistry 2013,"""for the development of multiscale models for complex chemical systems""",3-Jan,890,Individual,Michael Levitt,5/9/1947,Pretoria,South Africa,Male,Stanford University School of Medicine,"Stanford, CA",United States of America,,,
2013,Chemistry,The Nobel Prize in Chemistry 2013,"""for the development of multiscale models for complex chemical systems""",3-Jan,891,Individual,Arieh Warshel,11/20/1940,Kibbutz Sde-Nahum,British Mandate of Palestine (Israel),Male,University of Southern California,"Los Angeles, CA",United States of America,,,
2013,Economics,The Sveriges Riksbank Prize in Economic Sciences 2013,"""for their empirical analysis of asset prices""",3-Jan,894,Individual,Eugene F. Fama,2/14/1939,"Boston, MA",United States of America,Male,University of Chicago,"Chicago, IL",United States of America,,,
2013,Economics,The Sveriges Riksbank Prize in Economic Sciences 2013,"""for their empirical analysis of asset prices""",3-Jan,895,Individual,Lars Peter Hansen,10/26/1952,"Urbana, IL",United States of America,Male,University of Chicago,"Chicago, IL",United States of America,,,
2013,Economics,The Sveriges Riksbank Prize in Economic Sciences 2013,"""for their empirical analysis of asset prices""",3-Jan,896,Individual,Robert J. Shiller,3/29/1946,"Detroit, MI",United States of America,Male,Yale University,"New Haven, CT",United States of America,,,
2013,Literature,The Nobel Prize in Literature 2013,"""master of the contemporary short story""",1-Jan,892,Individual,Alice Munro,7/10/1931,Wingham,Canada,Female,,,,,,
2013,Medicine,The Nobel Prize in Physiology or Medicine 2013,"""for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells""",3-Jan,884,Individual,James E. Rothman,11/3/1950,"Haverhill, MA",United States of America,Male,Yale University,"New Haven, CT",United States of America,,,
2013,Medicine,The Nobel Prize in Physiology or Medicine 2013,"""for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells""",3-Jan,885,Individual,Randy W. Schekman,12/30/1948,"St. Paul, MN",United States of America,Male,University of California,"Berkeley, CA",United States of America,,,
2013,Medicine,The Nobel Prize in Physiology or Medicine 2013,"""for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells""",3-Jan,885,Individual,Randy W. Schekman,12/30/1948,"St. Paul, MN",United States of America,Male,Howard Hughes Medical Institute,,,,,
2013,Medicine,The Nobel Prize in Physiology or Medicine 2013,"""for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells""",3-Jan,886,Individual,Thomas C. Südhof,12/22/1955,Göttingen,Germany,Male,Stanford University,"Stanford, CA",United States of America,,,
2013,Medicine,The Nobel Prize in Physiology or Medicine 2013,"""for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells""",3-Jan,886,Individual,Thomas C. Südhof,12/22/1955,Göttingen,Germany,Male,Howard Hughes Medical Institute,,,,,
2013,Peace,The Nobel Peace Prize 2013,"""for its extensive efforts to eliminate chemical weapons""",1-Jan,893,Organization,Organisation for the Prohibition of Chemical Weapons (OPCW),,,,,,,,,,
2013,Physics,The Nobel Prize in Physics 2013,"""for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles, and which recently was confirmed through the discovery of the predicted fundamental particle, by the ATLAS and CMS experiments at CERN's Large Hadron Collider""",2-Jan,887,Individual,François Englert,11/6/1932,Etterbeek,Belgium,Male,Université Libre de Bruxelles,Brussels,Belgium,,,
2013,Physics,The Nobel Prize in Physics 2013,"""for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles, and which recently was confirmed through the discovery of the predicted fundamental particle, by the ATLAS and CMS experiments at CERN's Large Hadron Collider""",2-Jan,888,Individual,Peter W. Higgs,5/29/1929,Newcastle upon Tyne,United Kingdom,Male,University of Edinburgh,Edinburgh,United Kingdom,,,
2014,Chemistry,The Nobel Prize in Chemistry 2014,"""for the development of super-resolved fluorescence microscopy""",3-Jan,909,Individual,Eric Betzig,1/13/1960,"Ann Arbor, MI",United States of America,Male,"Janelia Research Campus, Howard Hughes Medical Institute","Ashburn, VA",United States of America,,,
2014,Chemistry,The Nobel Prize in Chemistry 2014,"""for the development of super-resolved fluorescence microscopy""",3-Jan,910,Individual,Stefan W. Hell,12/23/1962,Arad,Romania,Male,Max Planck Institute for Biophysical Chemistry,Göttingen,Germany,,,
2014,Chemistry,The Nobel Prize in Chemistry 2014,"""for the development of super-resolved fluorescence microscopy""",3-Jan,910,Individual,Stefan W. Hell,12/23/1962,Arad,Romania,Male,German Cancer Research Center,Heidelberg,Germany,,,
2014,Chemistry,The Nobel Prize in Chemistry 2014,"""for the development of super-resolved fluorescence microscopy""",3-Jan,911,Individual,William E. Moerner,6/24/1953,"Pleasanton, CA",United States of America,Male,Stanford University,"Stanford, CA",United States of America,,,
2014,Economics,The Sveriges Riksbank Prize in Economic Sciences 2014,"""for his analysis of market power and regulation""",1-Jan,915,Individual,Jean Tirole,8/9/1953,Troyes,France,Male,Toulouse School of Economics (TSE),Toulouse,France,,,
2014,Literature,The Nobel Prize in Literature 2014,"""for the art of memory with which he has evoked the most ungraspable human destinies and uncovered the life-world of the occupation""",1-Jan,912,Individual,Patrick Modiano,7/30/1945,Paris,France,Male,,,,,,
2014,Medicine,The Nobel Prize in Physiology or Medicine 2014,"""for their discoveries of cells that constitute a positioning system in the brain""",2-Jan,903,Individual,John O'Keefe,11/18/1939,"New York, NY",United States of America,Male,University College,London,United Kingdom,,,
2014,Medicine,The Nobel Prize in Physiology or Medicine 2014,"""for their discoveries of cells that constitute a positioning system in the brain""",4-Jan,904,Individual,May-Britt Moser,1/4/1963,Fosnavåg,Norway,Female,Norwegian University of Science and Technology (NTNU),Trondheim,Norway,,,
2014,Medicine,The Nobel Prize in Physiology or Medicine 2014,"""for their discoveries of cells that constitute a positioning system in the brain""",4-Jan,905,Individual,Edvard I. Moser,4/27/1962,Ålesund,Norway,Male,Norwegian University of Science and Technology (NTNU),Trondheim,Norway,,,
2014,Peace,The Nobel Peace Prize 2014,"""for their struggle against the suppression of children and young people and for the right of all children to education""",2-Jan,913,Individual,Kailash Satyarthi,1/11/1954,Vidisha,India,Male,,,,,,
2014,Peace,The Nobel Peace Prize 2014,"""for their struggle against the suppression of children and young people and for the right of all children to education""",2-Jan,914,Individual,Malala Yousafzai,7/12/1997,Mingora,Pakistan,Female,,,,,,
2014,Physics,The Nobel Prize in Physics 2014,"""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources""",3-Jan,906,Individual,Isamu Akasaki,1/30/1929,Chiran,Japan,Male,Meijo University,Nagoya,Japan,,,
2014,Physics,The Nobel Prize in Physics 2014,"""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources""",3-Jan,906,Individual,Isamu Akasaki,1/30/1929,Chiran,Japan,Male,Nagoya University,Nagoya,Japan,,,
2014,Physics,The Nobel Prize in Physics 2014,"""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources""",3-Jan,907,Individual,Hiroshi Amano,9/11/1960,Hamamatsu,Japan,Male,Nagoya University,Nagoya,Japan,,,
2014,Physics,The Nobel Prize in Physics 2014,"""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources""",3-Jan,908,Individual,Shuji Nakamura,5/22/1954,Ikata,Japan,Male,University of California,"Santa Barbara, CA",United States of America,,,
2015,Chemistry,The Nobel Prize in Chemistry 2015,"""for mechanistic studies of DNA repair""",3-Jan,921,Individual,Tomas Lindahl,1/28/1938,Stockholm,Sweden,Male,Francis Crick Institute,Hertfordshire,United Kingdom,,,
2015,Chemistry,The Nobel Prize in Chemistry 2015,"""for mechanistic studies of DNA repair""",3-Jan,921,Individual,Tomas Lindahl,1/28/1938,Stockholm,Sweden,Male,Clare Hall Laboratory,Hertfordshire,United Kingdom,,,
2015,Chemistry,The Nobel Prize in Chemistry 2015,"""for mechanistic studies of DNA repair""",3-Jan,922,Individual,Paul Modrich,6/13/1946,"Raton, NM",United States of America,Male,Howard Hughes Medical Institute,"Durham, NC",United States of America,,,
2015,Chemistry,The Nobel Prize in Chemistry 2015,"""for mechanistic studies of DNA repair""",3-Jan,922,Individual,Paul Modrich,6/13/1946,"Raton, NM",United States of America,Male,Duke University School of Medicine,"Durham, NC",United States of America,,,
2015,Chemistry,The Nobel Prize in Chemistry 2015,"""for mechanistic studies of DNA repair""",3-Jan,923,Individual,Aziz Sancar,9/8/1946,Savur,Turkey,Male,University of North Carolina,"Chapel Hill, NC",United States of America,,,
2015,Economics,The Sveriges Riksbank Prize in Economic Sciences 2015,"""for his analysis of consumption, poverty, and welfare""",1-Jan,926,Individual,Angus Deaton,10/19/1945,Edinburgh,United Kingdom,Male,Princeton University,"Princeton, NJ",United States of America,,,
2015,Literature,The Nobel Prize in Literature 2015,"""for her polyphonic writings, a monument to suffering and courage in our time""",1-Jan,924,Individual,Svetlana Alexievich,5/31/1948,Ivano-Frankivsk,Ukraine,Female,,,,,,
2015,Medicine,The Nobel Prize in Physiology or Medicine 2015,"""for their discoveries concerning a novel therapy against infections caused by roundworm parasites""",4-Jan,916,Individual,William C. Campbell,6/28/1930,Ramelton,Ireland,Male,Drew University,"Madison, NJ",United States of America,,,
